work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023,EX,Full Time,Director of Data Science,249300,USD,249300,United States,0,United States,M
2023,Management Information,Full Time,Machine Learning Scientist,230000,USD,230000,United States,0,United States,M
2023,Management Information,Full Time,Machine Learning Scientist,220000,USD,220000,United States,0,United States,M
2023,Software Engineer,Full Time,Data Scientist,297300,USD,297300,United States,100,United States,M
2023,Software Engineer,Full Time,Data Scientist,198200,USD,198200,United States,100,United States,M
2023,Management Information,Full Time,Research Scientist,210000,USD,210000,United States,100,United States,M
2023,Management Information,Full Time,Research Scientist,151800,USD,151800,United States,100,United States,M
2023,Software Engineer,Full Time,Data Scientist,200000,USD,200000,United States,100,United States,M
2023,Software Engineer,Full Time,Data Scientist,170000,USD,170000,United States,100,United States,M
2023,Software Engineer,Full Time,Data Scientist,317070,USD,317070,United States,0,United States,M
2023,Software Engineer,Full Time,Data Scientist,170730,USD,170730,United States,0,United States,M
2023,Software Engineer,Full Time,Data Engineer,128000,USD,128000,United States,0,United States,M
2023,Software Engineer,Full Time,Data Engineer,81500,USD,81500,United States,0,United States,M
2023,EN,Full Time,Business Data Analyst,20000,EUR,21461,ES,0,ES,M
2023,Software Engineer,Full Time,AI Developer,108000,USD,108000,UA,0,UA,M
2023,Software Engineer,Full Time,AI Developer,60000,USD,60000,UA,0,UA,M
2023,Management Information,Full Time,MLOps Engineer,134000,USD,134000,United States,100,United States,M
2023,Management Information,Full Time,MLOps Engineer,124000,USD,124000,United States,100,United States,M
2023,Software Engineer,Full Time,Data Engineer,171250,USD,171250,United States,0,United States,M
2023,Software Engineer,Full Time,Data Engineer,113750,USD,113750,United States,0,United States,M
2023,Software Engineer,Full Time,Data Engineer,165000,USD,165000,United States,0,United States,M
2023,Software Engineer,Full Time,Data Engineer,132300,USD,132300,United States,0,United States,M
2023,Software Engineer,Full Time,Data Scientist,225000,USD,225000,United States,0,United States,M
2023,Software Engineer,Full Time,Data Scientist,175000,USD,175000,United States,0,United States,M
2023,Software Engineer,Full Time,Data Engineer,230000,USD,230000,United States,0,United States,M
2023,Software Engineer,Full Time,Data Engineer,124500,USD,124500,United States,0,United States,M
2023,Software Engineer,Full Time,Machine Learning Engineer,247500,USD,247500,United States,0,United States,M
2023,Software Engineer,Full Time,Machine Learning Engineer,172200,USD,172200,United States,0,United States,M
2023,Software Engineer,Full Time,Data Analyst,175000,USD,175000,United States,0,United States,M
2023,Software Engineer,Full Time,Data Analyst,145000,USD,145000,United States,0,United States,M
2023,Software Engineer,Full Time,Data Analyst,148700,USD,148700,United States,0,United States,M
2023,Software Engineer,Full Time,Data Analyst,125600,USD,125600,United States,0,United States,M
2023,Software Engineer,Full Time,Data Engineer,145000,USD,145000,United States,0,United States,M
2023,Software Engineer,Full Time,Data Engineer,115000,USD,115000,United States,0,United States,M
2023,Software Engineer,Full Time,Research Scientist,200000,USD,200000,United States,0,United States,M
2023,Software Engineer,Full Time,Research Scientist,150000,USD,150000,United States,0,United States,M
2023,EN,Full Time,Research Engineer,160000,USD,160000,United States,0,United States,M
2023,EN,Full Time,Research Engineer,120000,USD,120000,United States,0,United States,M
2023,Software Engineer,Full Time,Data Analyst,185000,USD,185000,United States,100,United States,M
2023,Software Engineer,Full Time,Data Analyst,120250,USD,120250,United States,100,United States,M
2023,Software Engineer,Full Time,Data Scientist,275300,USD,275300,United States,100,United States,M
2023,Software Engineer,Full Time,Data Scientist,183000,USD,183000,United States,100,United States,M
2023,Software Engineer,Full Time,Data Architect,170000,USD,170000,United States,100,United States,M
2023,Software Engineer,Full Time,Data Architect,125000,USD,125000,United States,100,United States,M
2023,Management Information,Full Time,Data Architect,167500,USD,167500,United States,0,United States,M
2023,Management Information,Full Time,Data Architect,106500,USD,106500,United States,0,United States,M
2023,Software Engineer,Full Time,Research Scientist,250000,USD,250000,United States,0,United States,M
2023,Software Engineer,Full Time,Research Scientist,200000,USD,200000,United States,0,United States,M
2023,Management Information,Full Time,Machine Learning Engineer,135000,USD,135000,United States,50,United States,L
2023,Software Engineer,Full Time,AI Scientist,1500000,ILS,423834,IL,0,IL,L
2023,Software Engineer,Full Time,Machine Learning Engineer,216000,USD,216000,United States,100,United States,M
2023,Software Engineer,Full Time,Machine Learning Engineer,184000,USD,184000,United States,100,United States,M
2023,Software Engineer,Full Time,Data Engineer,180000,USD,180000,United States,100,United States,M
2023,Software Engineer,Full Time,Data Engineer,165000,USD,165000,United States,100,United States,M
2023,Software Engineer,Full Time,Data Scientist,185900,USD,185900,United States,0,United States,M
2023,Software Engineer,Full Time,Data Scientist,129300,USD,129300,United States,0,United States,M
2023,Software Engineer,Full Time,Data Engineer,145000,USD,145000,United States,0,United States,M
2023,Software Engineer,Full Time,Data Engineer,120000,USD,120000,United States,0,United States,M
2023,Management Information,Full Time,Data Engineer,143865,USD,143865,United States,0,United States,M
2023,Management Information,Full Time,Data Engineer,115092,USD,115092,United States,0,United States,M
2023,Management Information,Full Time,Machine Learning Engineer,130000,USD,130000,United States,0,United States,M
2023,Management Information,Full Time,Machine Learning Engineer,90000,USD,90000,United States,0,United States,M
2023,Software Engineer,Full Time,Data Scientist,173000,USD,173000,United States,100,United States,M
2023,Software Engineer,Full Time,Data Scientist,132000,USD,132000,United States,100,United States,M
2023,Software Engineer,Full Time,Data Analyst,208049,USD,208049,United States,0,United States,M
2023,Software Engineer,Full Time,Data Analyst,128500,USD,128500,United States,0,United States,M
2023,Software Engineer,Full Time,Analytics Engineer,179820,USD,179820,United States,0,United States,M
2023,Software Engineer,Full Time,Analytics Engineer,143860,USD,143860,United States,0,United States,M
2023,Software Engineer,Full Time,Data Engineer,167500,USD,167500,United States,0,United States,M
2023,Software Engineer,Full Time,Data Engineer,106500,USD,106500,United States,0,United States,M
2023,Software Engineer,Full Time,Data Scientist,275300,USD,275300,United States,100,United States,M
2023,Software Engineer,Full Time,Data Scientist,183500,USD,183500,United States,100,United States,M
2023,Management Information,Full Time,Data Engineer,149600,USD,149600,United States,0,United States,M
2023,Management Information,Full Time,Data Engineer,102000,USD,102000,United States,0,United States,M
2023,EX,Full Time,Data Scientist,145000,USD,145000,United States,0,United States,M
2023,EX,Full Time,Data Scientist,100000,USD,100000,United States,0,United States,M
2023,Software Engineer,Full Time,Data Analyst,190000,USD,190000,United States,100,United States,M
2023,Software Engineer,Full Time,Data Analyst,95000,USD,95000,United States,100,United States,M
2023,Software Engineer,Full Time,Data Analyst,153600,USD,153600,United States,0,United States,M
2023,Software Engineer,Full Time,Data Analyst,106800,USD,106800,United States,0,United States,M
2023,Management Information,Full Time,Data Scientist,90000,EUR,96578,IE,0,IE,M
2023,Management Information,Full Time,Data Scientist,75000,EUR,80481,IE,0,IE,M
2023,Management Information,Full Time,Data Analyst,128000,USD,128000,United States,0,United States,M
2023,Management Information,Full Time,Data Analyst,85000,USD,85000,United States,0,United States,M
2023,Management Information,Full Time,Data Engineer,151000,USD,151000,United States,0,United States,M
2023,Management Information,Full Time,Data Engineer,140000,USD,140000,United States,0,United States,M
2023,Software Engineer,Full Time,Data Scientist,275300,USD,275300,United States,100,United States,M
2023,Software Engineer,Full Time,Data Scientist,183500,USD,183500,United States,100,United States,M
2023,Software Engineer,Full Time,Machine Learning Scientist,220000,USD,220000,United States,0,United States,M
2023,Software Engineer,Full Time,Machine Learning Scientist,170000,USD,170000,United States,0,United States,M
2023,Software Engineer,Full Time,Data Analyst,135000,USD,135000,United States,0,United States,M
2023,Software Engineer,Full Time,Data Analyst,105500,USD,105500,United States,0,United States,M
2023,Software Engineer,Full Time,Data Analyst,100000,USD,100000,United States,100,United States,M
2023,Software Engineer,Full Time,Data Analyst,80000,USD,80000,United States,100,United States,M
2023,EN,Full Time,Autonomous Vehicle Technician,7000,USD,7000,GH,0,GH,S
2023,EN,Full Time,Applied Machine Learning Scientist,40000,EUR,42923,DE,50,DE,M
2023,Software Engineer,Full Time,Data Engineer,160000,USD,160000,CA,100,CA,M
2023,Software Engineer,Full Time,Data Engineer,145000,USD,145000,CA,100,CA,M
2023,Management Information,Full Time,Data Analyst,154000,USD,154000,United States,0,United States,M
2023,Management Information,Full Time,Data Analyst,143000,USD,143000,United States,0,United States,M
2023,Management Information,Full Time,Data Scientist,65000,GBP,78990,Great Britain ,0,Great Britain ,M
2023,Management Information,Full Time,Data Scientist,42000,GBP,51039,Great Britain ,0,Great Britain ,M
2023,EN,Full Time,Data Scientist,190000,USD,190000,United States,0,United States,M
2023,EN,Full Time,Data Scientist,120000,USD,120000,United States,0,United States,M
2023,Management Information,Full Time,Data Scientist,70000,GBP,85066,Great Britain ,0,Great Britain ,M
2023,Management Information,Full Time,Data Scientist,42000,GBP,51039,Great Britain ,0,Great Britain ,M
2023,Management Information,Full Time,Data Scientist,90000,GBP,109371,Great Britain ,0,Great Britain ,M
2023,Management Information,Full Time,Data Scientist,60000,GBP,72914,Great Britain ,0,Great Britain ,M
2023,Software Engineer,Full Time,Data Engineer,150000,USD,150000,United States,0,United States,M
2023,Software Engineer,Full Time,Data Engineer,111000,USD,111000,United States,0,United States,M
2023,EX,Full Time,Data Engineer,265000,USD,265000,United States,0,United States,M
2023,EX,Full Time,Data Engineer,235000,USD,235000,United States,0,United States,M
2023,EN,Full Time,Data Scientist,112000,CHF,121093,CH,50,CH,L
2022,Management Information,Full Time,Data Scientist,70000,EUR,73546,DE,100,DE,M
2023,Software Engineer,Full Time,Data Engineer,160000,USD,160000,United States,100,United States,M
2023,Software Engineer,Full Time,Data Engineer,130000,USD,130000,United States,100,United States,M
2023,Management Information,Full Time,Data Engineer,75000,USD,75000,United States,100,United States,M
2023,Management Information,Full Time,Data Engineer,60400,USD,60400,United States,100,United States,M
2023,EN,Full Time,Data Analyst,85000,USD,85000,United States,100,United States,M
2023,EN,Full Time,Data Analyst,75000,USD,75000,United States,100,United States,M
2023,Software Engineer,Full Time,Data Engineer,252000,USD,252000,United States,0,United States,M
2023,Software Engineer,Full Time,Data Engineer,129000,USD,129000,United States,0,United States,M
2023,EN,Full Time,Data Engineer,92700,USD,92700,United States,100,United States,M
2023,EN,Full Time,Data Engineer,61800,USD,61800,United States,100,United States,M
2022,Software Engineer,Full Time,Lead Data Scientist,164000,EUR,172309,IE,100,IE,L
2023,Management Information,Full Time,Data Scientist,56000,EUR,60093,AT,100,DE,M
2023,Management Information,Full Time,Data Analyst,83500,USD,83500,United States,100,United States,M
2023,Management Information,Full Time,Data Analyst,52500,USD,52500,United States,100,United States,M
2023,Software Engineer,Full Time,Data Scientist,201036,USD,201036,United States,0,United States,M
2023,Software Engineer,Full Time,Data Scientist,134024,USD,134024,United States,0,United States,M
2023,Software Engineer,Full Time,Data Analyst,165000,USD,165000,United States,100,United States,M
2023,Software Engineer,Full Time,Data Analyst,140000,USD,140000,United States,100,United States,M
2023,EN,Full Time,Data Engineer,62000,USD,62000,United States,100,United States,M
2023,EN,Full Time,Data Engineer,58000,USD,58000,United States,100,United States,M
2023,Software Engineer,Full Time,Data Scientist,172000,USD,172000,United States,0,United States,M
2023,Software Engineer,Full Time,Data Scientist,115000,USD,115000,United States,0,United States,M
2023,EN,Full Time,Data Engineer,125000,USD,125000,United States,0,United States,M
2023,EN,Full Time,Data Engineer,90000,USD,90000,United States,0,United States,M
2023,Software Engineer,Full Time,Data Engineer,163800,USD,163800,United States,0,United States,M
2023,Software Engineer,Full Time,Data Engineer,126000,USD,126000,United States,0,United States,M
2023,Software Engineer,Full Time,Data Scientist,237000,USD,237000,United States,100,United States,M
2023,Software Engineer,Full Time,Data Scientist,145000,USD,145000,United States,100,United States,M
2023,Management Information,Full Time,Data Engineer,90000,USD,90000,United States,100,United States,M
2023,Management Information,Full Time,Data Engineer,90000,USD,90000,United States,100,United States,M
2023,Software Engineer,Full Time,Data Engineer,139500,USD,139500,United States,0,United States,M
2023,Software Engineer,Full Time,Data Engineer,109400,USD,109400,United States,0,United States,M
2023,Software Engineer,Full Time,Data Scientist,258000,USD,258000,CA,0,CA,M
2023,Software Engineer,Full Time,Data Scientist,190000,USD,190000,CA,0,CA,M
2023,Management Information,Full Time,Data Engineer,145000,USD,145000,United States,0,United States,M
2023,Management Information,Full Time,Data Engineer,120000,USD,120000,United States,0,United States,M
2023,Software Engineer,Full Time,Data Engineer,205600,USD,205600,United States,0,United States,L
2023,Software Engineer,Full Time,Data Engineer,105700,USD,105700,United States,0,United States,L
2023,Software Engineer,Full Time,Data Engineer,252000,USD,252000,United States,0,United States,M
2023,Software Engineer,Full Time,Data Engineer,129000,USD,129000,United States,0,United States,M
2023,Software Engineer,Full Time,Data Scientist,239748,USD,239748,United States,0,United States,M
2023,Software Engineer,Full Time,Data Scientist,159832,USD,159832,United States,0,United States,M
2023,Software Engineer,Full Time,Data Scientist,186300,USD,186300,United States,100,United States,M
2023,Software Engineer,Full Time,Data Scientist,102500,USD,102500,United States,100,United States,M
2023,Software Engineer,Full Time,Data Engineer,165000,USD,165000,United States,0,United States,M
2023,Software Engineer,Full Time,Data Engineer,132300,USD,132300,United States,0,United States,M
2023,Software Engineer,Full Time,Data Scientist,190000,USD,190000,United States,0,United States,M
2023,Software Engineer,Full Time,Data Scientist,126000,USD,126000,United States,0,United States,M
2023,Software Engineer,Full Time,Data Architect,149040,USD,149040,United States,100,United States,M
2023,Software Engineer,Full Time,Data Architect,113900,USD,113900,United States,100,United States,M
2023,Software Engineer,Full Time,Data Engineer,153600,USD,153600,United States,100,United States,M
2023,Software Engineer,Full Time,Data Engineer,106800,USD,106800,United States,100,United States,M
2023,Software Engineer,Full Time,Data Engineer,172600,USD,172600,United States,100,United States,M
2023,Software Engineer,Full Time,Data Engineer,107900,USD,107900,United States,100,United States,M
2023,Software Engineer,Full Time,Data Analyst,180180,USD,180180,United States,0,United States,M
2023,Software Engineer,Full Time,Data Analyst,106020,USD,106020,United States,0,United States,M
2023,Software Engineer,Full Time,Data Architect,376080,USD,376080,United States,100,United States,M
2023,Software Engineer,Full Time,Data Architect,213120,USD,213120,United States,100,United States,M
2023,Software Engineer,Full Time,Data Analyst,153600,USD,153600,United States,0,United States,M
2023,Software Engineer,Full Time,Data Analyst,100500,USD,100500,United States,0,United States,M
2023,Software Engineer,Full Time,Data Analyst,206500,USD,206500,United States,100,United States,M
2023,Software Engineer,Full Time,Data Analyst,121600,USD,121600,United States,100,United States,M
2023,Software Engineer,Full Time,Data Engineer,260000,USD,260000,United States,0,United States,M
2023,Software Engineer,Full Time,Data Engineer,225000,USD,225000,United States,0,United States,M
2023,EX,Full Time,Data Engineer,194500,USD,194500,United States,0,United States,M
2023,EX,Full Time,Data Engineer,115500,USD,115500,United States,0,United States,M
2023,Software Engineer,Full Time,Cloud Database Engineer,170000,USD,170000,United States,100,United States,L
2023,Software Engineer,Full Time,Applied Machine Learning Scientist,90000,USD,90000,United States,100,United States,L
2023,EN,Full Time,Data Analyst,95000,USD,95000,United States,100,United States,M
2023,EN,Full Time,Data Analyst,70000,USD,70000,United States,100,United States,M
2023,Software Engineer,Full Time,Data Engineer,275000,USD,275000,United States,0,United States,M
2023,Software Engineer,Full Time,Data Engineer,160000,USD,160000,United States,0,United States,M
2023,Software Engineer,Full Time,Data Analyst,115934,USD,115934,United States,100,United States,M
2023,Software Engineer,Full Time,Data Analyst,81666,USD,81666,United States,100,United States,M
2023,Software Engineer,Full Time,Data Scientist,175000,USD,175000,United States,0,United States,M
2023,Software Engineer,Full Time,Data Scientist,120000,USD,120000,United States,0,United States,M
2023,Software Engineer,Full Time,Machine Learning Engineer,150000,USD,150000,United States,100,United States,M
2023,Software Engineer,Full Time,Machine Learning Engineer,120000,USD,120000,United States,100,United States,M
2023,Software Engineer,Full Time,Research Engineer,200000,USD,200000,United States,0,United States,M
2023,Software Engineer,Full Time,Research Engineer,175000,USD,175000,United States,0,United States,M
2023,Management Information,Full Time,Data Analyst,206000,USD,206000,United States,0,United States,M
2023,Management Information,Full Time,Data Analyst,130000,USD,130000,United States,0,United States,M
2023,Software Engineer,Full Time,Data Architect,138000,USD,138000,Great Britain ,100,Great Britain ,M
2023,Software Engineer,Full Time,Data Architect,92000,USD,92000,Great Britain ,100,Great Britain ,M
2023,Software Engineer,Full Time,Data Manager,65000,USD,65000,CO,0,CO,M
2023,Software Engineer,Full Time,Data Manager,48000,USD,48000,CO,0,CO,M
2023,Software Engineer,Full Time,Data Analyst,110000,USD,110000,United States,100,United States,M
2023,Software Engineer,Full Time,Data Analyst,75000,USD,75000,United States,100,United States,M
2023,Software Engineer,Full Time,Analytics Engineer,130000,USD,130000,United States,0,United States,M
2023,Software Engineer,Full Time,Analytics Engineer,87000,USD,87000,United States,0,United States,M
2023,Management Information,Full Time,Data Analyst,160000,USD,160000,United States,0,United States,M
2023,Management Information,Full Time,Data Analyst,112000,USD,112000,United States,0,United States,M
2023,Management Information,Full Time,Data Engineer,162500,USD,162500,United States,0,United States,M
2023,Management Information,Full Time,Data Engineer,130000,USD,130000,United States,0,United States,M
2023,Software Engineer,Full Time,Data Science Manager,299500,USD,299500,United States,0,United States,M
2023,Software Engineer,Full Time,Data Science Manager,245100,USD,245100,United States,0,United States,M
2023,Management Information,Full Time,Data Scientist,145000,USD,145000,United States,0,United States,M
2023,Management Information,Full Time,Data Scientist,100000,USD,100000,United States,0,United States,M
2023,Software Engineer,Full Time,Data Engineer,147100,USD,147100,United States,0,United States,M
2023,Software Engineer,Full Time,Data Engineer,90700,USD,90700,United States,0,United States,M
2023,EN,Full Time,Data Engineer,115100,USD,115100,United States,0,United States,M
2023,EN,Full Time,Data Engineer,73900,USD,73900,United States,0,United States,M
2023,Software Engineer,Full Time,Data Engineer,168400,USD,168400,United States,0,United States,M
2023,Software Engineer,Full Time,Data Engineer,105200,USD,105200,United States,0,United States,M
2023,Software Engineer,Full Time,Data Scientist,210000,USD,210000,United States,0,United States,M
2023,Software Engineer,Full Time,Data Scientist,160000,USD,160000,United States,0,United States,M
2023,Management Information,Full Time,Data Scientist,145000,USD,145000,United States,0,United States,M
2023,Management Information,Full Time,Data Scientist,100000,USD,100000,United States,0,United States,M
2023,Software Engineer,Full Time,Applied Scientist,222200,USD,222200,United States,0,United States,L
2023,Software Engineer,Full Time,Applied Scientist,136000,USD,136000,United States,0,United States,L
2023,Management Information,Full Time,Data Analyst,100000,USD,100000,United States,0,United States,M
2023,Management Information,Full Time,Data Analyst,85000,USD,85000,United States,0,United States,M
2023,Management Information,Full Time,Data Engineer,70000,GBP,85066,Great Britain ,100,Great Britain ,M
2023,Management Information,Full Time,Data Engineer,47500,GBP,57723,Great Britain ,100,Great Britain ,M
2023,EX,Full Time,Data Scientist,200000,USD,200000,United States,0,United States,M
2023,EX,Full Time,Data Scientist,145000,USD,145000,United States,0,United States,M
2023,Management Information,Full Time,Data Engineer,140000,USD,140000,United States,0,United States,M
2023,Management Information,Full Time,Data Engineer,95000,USD,95000,United States,0,United States,M
2023,Software Engineer,Full Time,Data Analyst,185000,USD,185000,United States,100,United States,M
2023,Software Engineer,Full Time,Data Analyst,120250,USD,120250,United States,100,United States,M
2023,Management Information,Full Time,Financial Data Analyst,130000,USD,130000,United States,100,United States,L
2023,Software Engineer,Full Time,Data Scientist,205000,USD,205000,United States,0,United States,M
2023,Software Engineer,Full Time,Data Scientist,140000,USD,140000,United States,0,United States,M
2023,Software Engineer,Full Time,Data Scientist,297300,USD,297300,United States,100,United States,M
2023,Software Engineer,Full Time,Data Scientist,198200,USD,198200,United States,100,United States,M
2023,Software Engineer,Full Time,Research Scientist,141288,USD,141288,United States,0,United States,M
2023,Software Engineer,Full Time,Research Scientist,94192,USD,94192,United States,0,United States,M
2023,Software Engineer,Full Time,Data Infrastructure Engineer,184000,USD,184000,United States,100,United States,M
2023,Software Engineer,Full Time,Data Infrastructure Engineer,143000,USD,143000,United States,100,United States,M
2023,Software Engineer,Full Time,Data Analyst,70000,USD,70000,United States,0,United States,M
2023,Software Engineer,Full Time,Data Analyst,55000,USD,55000,United States,0,United States,M
2023,Software Engineer,Full Time,Analytics Engineer,275300,USD,275300,United States,100,United States,M
2023,Software Engineer,Full Time,Analytics Engineer,183500,USD,183500,United States,100,United States,M
2023,Management Information,Full Time,Data Analyst,75000,USD,75000,United States,100,United States,M
2023,Management Information,Full Time,Data Analyst,65000,USD,65000,United States,100,United States,M
2023,Management Information,Full Time,ML Engineer,160000,USD,160000,United States,0,United States,M
2023,Management Information,Full Time,ML Engineer,147000,USD,147000,United States,0,United States,M
2023,Software Engineer,Full Time,Data Architect,149040,USD,149040,United States,100,United States,M
2023,Software Engineer,Full Time,Data Architect,113900,USD,113900,United States,100,United States,M
2023,Management Information,Full Time,Software Data Engineer,100000,SGD,75020,SG,100,SG,L
2023,Software Engineer,Full Time,Data Analyst,180180,USD,180180,United States,0,United States,M
2023,Software Engineer,Full Time,Data Analyst,106020,USD,106020,United States,0,United States,M
2023,Management Information,Full Time,Data Scientist,1400000,INR,17022,IN,100,IN,L
2023,EN,Full Time,AI Programmer,70000,USD,70000,IN,0,AU,L
2023,EN,Full Time,AI Developer,80000,USD,80000,SE,50,SE,M
2023,Management Information,Full Time,Lead Data Analyst,1500000,INR,18238,IN,50,IN,L
2023,Management Information,Full Time,Machine Learning Engineer,250000,USD,250000,United States,0,United States,M
2023,Management Information,Full Time,Machine Learning Engineer,150000,USD,150000,United States,0,United States,M
2023,Software Engineer,Full Time,Data Engineer,139500,USD,139500,United States,0,United States,M
2023,Software Engineer,Full Time,Data Engineer,109400,USD,109400,United States,0,United States,M
2023,Software Engineer,Full Time,Data Scientist,105000,USD,105000,United States,0,United States,M
2023,Software Engineer,Full Time,Data Scientist,70000,USD,70000,United States,0,United States,M
2023,EX,Full Time,Data Engineer,210914,USD,210914,United States,100,United States,M
2023,EX,Full Time,Data Engineer,116704,USD,116704,United States,100,United States,M
2023,EN,Full Time,Research Scientist,150000,USD,150000,United States,0,United States,M
2023,EN,Full Time,Research Scientist,100000,USD,100000,United States,0,United States,M
2023,Software Engineer,Full Time,Data Engineer,146000,USD,146000,United States,0,United States,M
2023,Software Engineer,Full Time,Data Engineer,75000,USD,75000,United States,0,United States,M
2023,EN,Full Time,Data Analyst,75000,USD,75000,United States,100,United States,M
2023,EN,Full Time,Data Analyst,60000,USD,60000,United States,100,United States,M
2023,Management Information,Full Time,Analytics Engineer,185700,USD,185700,United States,0,United States,M
2023,Management Information,Full Time,Analytics Engineer,165000,USD,165000,United States,0,United States,M
2023,Software Engineer,Full Time,Data Engineer,160000,USD,160000,United States,100,United States,M
2023,Software Engineer,Full Time,Data Engineer,130000,USD,130000,United States,100,United States,M
2023,Software Engineer,Full Time,Data Analyst,169000,USD,169000,United States,0,United States,M
2023,Software Engineer,Full Time,Data Analyst,110600,USD,110600,United States,0,United States,M
2023,Software Engineer,Full Time,Data Operations Engineer,193000,USD,193000,United States,100,United States,M
2023,Software Engineer,Full Time,Data Operations Engineer,136850,USD,136850,United States,100,United States,M
2023,Software Engineer,Full Time,Machine Learning Engineer,139500,USD,139500,United States,0,United States,M
2023,Software Engineer,Full Time,Machine Learning Engineer,109400,USD,109400,United States,0,United States,M
2023,Software Engineer,Full Time,Data Engineer,276000,USD,276000,United States,100,United States,M
2023,Software Engineer,Full Time,Data Engineer,178500,USD,178500,United States,100,United States,M
2023,Management Information,Full Time,Data Scientist,55000,EUR,59020,ES,0,ES,M
2023,Management Information,Full Time,Data Scientist,45000,EUR,48289,ES,0,ES,M
2023,Management Information,Full Time,Data Engineer,70000,EUR,75116,SI,100,SI,M
2023,Management Information,Full Time,Data Engineer,45000,EUR,48289,SI,100,SI,M
2023,Software Engineer,Full Time,Machine Learning Engineer,161000,GBP,195652,Great Britain ,0,Great Britain ,M
2023,Software Engineer,Full Time,Machine Learning Engineer,83300,GBP,101228,Great Britain ,0,Great Britain ,M
2023,Software Engineer,Full Time,Data Engineer,112700,GBP,136956,Great Britain ,0,Great Britain ,M
2023,Software Engineer,Full Time,Data Engineer,83300,GBP,101228,Great Britain ,0,Great Britain ,M
2023,Software Engineer,Full Time,Data Engineer,252000,USD,252000,United States,0,United States,M
2023,Software Engineer,Full Time,Data Engineer,129000,USD,129000,United States,0,United States,M
2022,Software Engineer,Full Time,BI Developer,130000,USD,130000,United States,100,United States,L
2021,Management Information,Full Time,Data Science Lead,150000,USD,150000,United States,100,United States,M
2023,Software Engineer,Full Time,Data Engineer,163800,USD,163800,United States,0,United States,M
2023,Software Engineer,Full Time,Data Engineer,126000,USD,126000,United States,0,United States,M
2023,Software Engineer,Full Time,ML Engineer,260000,USD,260000,CA,100,CA,M
2023,Software Engineer,Full Time,ML Engineer,110000,USD,110000,CA,100,CA,M
2023,Software Engineer,Full Time,Analytics Engineer,170000,USD,170000,United States,100,United States,M
2023,Software Engineer,Full Time,Analytics Engineer,130000,USD,130000,United States,100,United States,M
2023,Software Engineer,Full Time,Machine Learning Engineer,247500,USD,247500,United States,0,United States,M
2023,Software Engineer,Full Time,Machine Learning Engineer,172200,USD,172200,United States,0,United States,M
2023,Software Engineer,Full Time,Data Scientist,239748,USD,239748,United States,0,United States,M
2023,Software Engineer,Full Time,Data Scientist,159832,USD,159832,United States,0,United States,M
2023,Software Engineer,Full Time,Machine Learning Engineer,163800,USD,163800,United States,0,United States,M
2023,Software Engineer,Full Time,Machine Learning Engineer,126000,USD,126000,United States,0,United States,M
2023,Management Information,Full Time,Data Scientist,128750,USD,128750,United States,0,United States,M
2023,Management Information,Full Time,Data Scientist,106250,USD,106250,United States,0,United States,M
2023,Software Engineer,Full Time,Data Engineer,252000,USD,252000,United States,0,United States,M
2023,Software Engineer,Full Time,Data Engineer,129000,USD,129000,United States,0,United States,M
2023,Software Engineer,Full Time,Data Science Manager,299500,USD,299500,United States,0,United States,M
2023,Software Engineer,Full Time,Data Science Manager,245100,USD,245100,United States,0,United States,M
2023,Management Information,Full Time,Data Analytics Manager,155000,USD,155000,United States,0,United States,M
2023,Management Information,Full Time,Data Analytics Manager,140000,USD,140000,United States,0,United States,M
2023,EX,Full Time,Data Engineer,167500,USD,167500,United States,0,United States,M
2023,EX,Full Time,Data Engineer,106500,USD,106500,United States,0,United States,M
2023,Software Engineer,Full Time,Data Architect,188500,USD,188500,United States,100,United States,M
2023,Software Engineer,Full Time,Data Architect,117000,USD,117000,United States,100,United States,M
2023,Software Engineer,Full Time,Data Analyst,250000,USD,250000,United States,100,United States,M
2023,Software Engineer,Full Time,Data Analyst,138000,USD,138000,United States,100,United States,M
2023,Management Information,Full Time,Data Analyst,130000,USD,130000,CA,100,CA,M
2023,Management Information,Full Time,Data Analyst,100000,USD,100000,CA,100,CA,M
2023,Software Engineer,Full Time,Deep Learning Researcher,115000,EUR,123405,DE,0,DE,L
2023,Software Engineer,Full Time,Data Engineer,140000,USD,140000,United States,0,United States,M
2023,Software Engineer,Full Time,Data Engineer,120000,USD,120000,United States,0,United States,M
2023,Software Engineer,Full Time,BI Analyst,160000,USD,160000,United States,0,United States,M
2023,Software Engineer,Full Time,BI Analyst,135000,USD,135000,United States,0,United States,M
2023,Management Information,Full Time,Data Science Manager,104500,USD,104500,United States,0,United States,M
2023,Management Information,Full Time,Data Science Manager,70000,USD,70000,United States,0,United States,M
2023,Management Information,Full Time,Data Science Consultant,90000,USD,90000,United States,0,United States,M
2023,Management Information,Full Time,Data Science Consultant,70000,USD,70000,United States,0,United States,M
2023,Software Engineer,Full Time,Data Engineer,153600,USD,153600,United States,100,United States,M
2023,Software Engineer,Full Time,Data Engineer,106800,USD,106800,United States,100,United States,M
2023,EN,Full Time,Data Engineer,125000,USD,125000,United States,0,United States,M
2023,EN,Full Time,Data Engineer,90000,USD,90000,United States,0,United States,M
2023,Management Information,Full Time,Research Scientist,185000,USD,185000,United States,100,United States,M
